order_id,order_date,ship_date,ship_mode,product_name
CA-2017-130841,42944,42948,Standard Class,Super Decoflex Portable Personal File
CA-2017-130841,42944,42948,Standard Class,Wilson Electronics DB Pro Signal Booster
CA-2015-131884,42344,42344,Same Day,Polycom SoundStation2 EX Conference phone
CA-2015-131884,42344,42344,Same Day,Newell 312
CA-2015-131884,42344,42344,Same Day,Global Low Back Tilter Chair
CA-2017-121909,42947,42952,Standard Class,Xerox 1991
CA-2016-106383,42448,42450,Second Class,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
CA-2017-130771,42945,42950,Standard Class,Assorted Color Push Pins
CA-2017-130771,42945,42950,Standard Class,Cisco SPA301
CA-2016-139157,42644,42648,Standard Class,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
CA-2014-128055,41729,41734,Standard Class,GBC DocuBind 200 Manual Binding Machine
CA-2014-128055,41729,41734,Standard Class,Fellowes Advanced Computer Series Surge Protectors
CA-2017-157091,42912,42917,Standard Class,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
CA-2017-132122,42925,42930,Standard Class,Recycled Steel Personal File for Hanging File Folders
CA-2015-123232,42352,42354,Second Class,HTC One
CA-2017-104066,43074,43079,Standard Class,Logitech ClearChat Comfort/USB Headset H390
CA-2015-145849,42262,42264,Second Class,Fellowes Stor/Drawer Steel Plus Storage Drawers
CA-2015-145849,42262,42264,Second Class,Manco Dry-Lighter Erasable Highlighter
CA-2016-122322,42566,42572,Standard Class,Fiskars Home & Office Scissors
CA-2017-166849,42845,42851,Standard Class,Eldon Cleatmat Chair Mats for Medium Pile Carpets
CA-2016-146633,42689,42691,Second Class,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
CA-2016-146633,42689,42691,Second Class,Avery Self-Adhesive Photo Pockets for Polaroid Photos
US-2016-126893,42700,42705,Standard Class,Mitel MiVoice 5330e IP Phone
CA-2017-103380,43060,43064,Standard Class,Eldon Portable Mobile Manager
CA-2017-103380,43060,43064,Standard Class,Newell 344
CA-2017-103380,43060,43064,Standard Class,Advantus T-Pin Paper Clips
CA-2017-103380,43060,43064,Standard Class,"Acco Six-Outlet Power Strip, 4' Cord Length"
CA-2017-103380,43060,43064,Standard Class,Mitel MiVoice 5330e IP Phone
CA-2015-116092,42050,42053,Second Class,Xerox 1959
CA-2015-116092,42050,42053,Second Class,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
CA-2015-116092,42050,42053,Second Class,Avery Durable Binders
CA-2015-116092,42050,42053,Second Class,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
CA-2015-116092,42050,42053,Second Class,Xerox 22
CA-2016-117849,42475,42477,Second Class,Xerox 1911
CA-2015-169201,42275,42278,First Class,Holmes Odor Grabber
CA-2015-169201,42275,42278,First Class,Holmes HEPA Air Purifier
CA-2016-164091,42630,42635,Standard Class,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
CA-2016-164091,42630,42635,Standard Class,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
CA-2017-105214,42902,42905,First Class,Hon Multipurpose Stacking Arm Chairs
CA-2017-105214,42902,42905,First Class,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
CA-2015-117611,42316,42318,Second Class,Advantus Plastic Paper Clips
CA-2015-117611,42316,42318,Second Class,Logitech G19 Programmable Gaming Keyboard
US-2015-137960,42356,42356,Same Day,Imation Bio 8GB USB Flash Drive Imation Corp
CA-2017-122994,42772,42775,First Class,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
CA-2016-131065,42688,42690,Second Class,Logitech diNovo Edge Keyboard
CA-2016-131065,42688,42690,Second Class,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
CA-2016-131065,42688,42690,Second Class,"ACCOHIDE 3-Ring Binder, Blue, 1"""
CA-2017-149146,43020,43020,Same Day,Xerox 1989
CA-2017-137470,42995,42995,Same Day,Xerox 1984
CA-2017-105480,43089,43095,Standard Class,Xerox 227
CA-2017-105480,43089,43095,Standard Class,Wilson Jones Leather-Like Binders with DublLock Round Rings
CA-2017-164917,43071,43076,Standard Class,Bulldog Vacuum Base Pencil Sharpener
CA-2015-102036,42268,42274,Standard Class,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
CA-2015-142944,42069,42074,Standard Class,Deflect-o Glass Clear Studded Chair Mats
CA-2015-142944,42069,42074,Standard Class,Canon PC1060 Personal Laser Copier
CA-2014-157882,41915,41920,Second Class,Bevis Round Conference Room Tables and Bases
CA-2014-157882,41915,41920,Second Class,"Global Deluxe Stacking Chair, Gray"
CA-2014-104283,41817,41821,Standard Class,"SAFCO Commercial Wire Shelving, 72h"
CA-2014-104283,41817,41821,Standard Class,KI Adjustable-Height Table
CA-2014-104283,41817,41821,Standard Class,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
CA-2017-142622,43038,43041,First Class,Novimex Fabric Task Chair
CA-2017-142622,43038,43041,First Class,Global Super Steno Chair
CA-2017-142622,43038,43041,First Class,Bestar Classic Bookcase
CA-2016-132143,42616,42618,First Class,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
CA-2015-153108,42068,42072,Standard Class,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
CA-2015-153108,42068,42072,Standard Class,Staple holder
CA-2016-112676,42495,42498,First Class,Xerox 1965
CA-2017-165687,43056,43062,Standard Class,Bionaire 99.97% HEPA Air Cleaner
US-2017-112928,42887,42891,Second Class,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
CA-2017-143343,42896,42899,First Class,Newell 351
CA-2017-115154,42743,42746,First Class,Balt Solid Wood Round Tables
CA-2015-149342,42114,42119,Standard Class,Pyle PMP37LED
CA-2015-149342,42114,42119,Standard Class,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
CA-2015-149342,42114,42119,Standard Class,Xerox 2
CA-2015-130995,42309,42314,Standard Class,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
CA-2017-127929,43092,43096,Standard Class,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
CA-2015-113145,42309,42313,Standard Class,Avoid Verbal Orders Carbonless Minifold Book
CA-2015-113145,42309,42313,Standard Class,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
CA-2015-113145,42309,42313,Standard Class,Plantronics MX500i Earset
CA-2015-113145,42309,42313,Standard Class,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
CA-2015-113145,42309,42313,Standard Class,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
CA-2014-162362,41957,41961,Standard Class,Storex DuraTech Recycled Plastic Frosted Binders
CA-2014-162362,41957,41961,Standard Class,Avery Durable Binders
CA-2016-106558,42386,42390,Standard Class,First Data FD10 PIN Pad
CA-2017-157931,42995,43000,Second Class,Global Ergonomic Managers Chair
CA-2017-157931,42995,43000,Second Class,Easy-staple paper
CA-2016-115574,42727,42728,First Class,"Bush Westfield Collection Bookcases, Fully Assembled"
CA-2015-160794,42222,42224,First Class,Xerox 188
CA-2017-116225,43044,43048,Standard Class,Enermax Aurora Lite Keyboard
US-2017-120418,42897,42898,First Class,Global Leather Executive Chair
US-2017-120418,42897,42898,First Class,"Sortfiler Multipurpose Personal File Organizer, Black"
US-2017-120418,42897,42898,First Class,Boston 16801 Nautilus Battery Pencil Sharpener
US-2017-120418,42897,42898,First Class,Newell 319
US-2017-120418,42897,42898,First Class,Fellowes Officeware Wire Shelving
CA-2017-122035,42936,42941,Standard Class,Avery 486
CA-2017-122035,42936,42941,Standard Class,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
CA-2017-122035,42936,42941,Standard Class,Avery Printable Repositionable Plastic Tabs
CA-2017-122035,42936,42941,Standard Class,Novimex Fabric Task Chair
CA-2017-122035,42936,42941,Standard Class,Cardinal Slant-D Ring Binders
CA-2017-122035,42936,42941,Standard Class,Logitech G35 7.1-Channel Surround Sound Headset
CA-2015-117828,42361,42364,First Class,Belkin Premiere Surge Master II 8-outlet surge protector
CA-2017-165491,42814,42818,Standard Class,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
CA-2015-109470,42369,42372,Second Class,Tuf-Vin Binders
CA-2015-109470,42369,42372,Second Class,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
CA-2015-109470,42369,42372,Second Class,Aluminum Screw Posts
CA-2015-109470,42369,42372,Second Class,Ibico Plastic Spiral Binding Combs
CA-2015-105102,42262,42266,Second Class,GBC Twin Loop Wire Binding Elements
CA-2015-105102,42262,42266,Second Class,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
CA-2015-105102,42262,42266,Second Class,Xerox 1967
CA-2017-138422,43001,43004,First Class,Wausau Papers Astrobrights Colored Envelopes
US-2015-147739,42363,42367,Standard Class,Tenex Antistatic Computer Chair Mats
CA-2016-155187,42637,42639,Second Class,"Tennsco Lockers, Gray"
CA-2016-155187,42637,42639,Second Class,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
CA-2017-169285,42815,42819,Standard Class,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
CA-2017-169285,42815,42819,Standard Class,Xerox 196
CA-2014-140886,41912,41916,Standard Class,Holmes Odor Grabber
CA-2017-152695,43079,43079,Same Day,Convenience Packs of Business Envelopes
CA-2017-152695,43079,43079,Same Day,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
CA-2014-110639,41874,41874,Same Day,Xerox 1994
CA-2014-110639,41874,41874,Same Day,Personal Creations Ink Jet Cards and Labels
CA-2014-121727,41870,41875,Standard Class,Turquoise Lead Holder with Pocket Clip
CA-2016-137736,42684,42689,Standard Class,Newell 315
US-2014-143231,42004,42007,First Class,Nu-Dell Executive Frame
US-2014-143231,42004,42007,First Class,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
US-2014-155894,41846,41850,Second Class,"Belkin 19"" Vented Equipment Shelf, Black"
CA-2016-119025,42422,42428,Standard Class,Belkin 5 Outlet SurgeMaster Power Centers
CA-2016-159373,42442,42447,Standard Class,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
CA-2016-159373,42442,42447,Standard Class,Insertable Tab Indexes For Data Binders
CA-2016-159373,42442,42447,Standard Class,Hon Non-Folding Utility Tables
CA-2017-109701,43071,43072,Same Day,3-ring staple pack
CA-2017-109701,43071,43072,Same Day,Satellite Sectional Post Binders
CA-2017-109701,43071,43072,Same Day,"Wirebound Message Book, 4 per Page"
CA-2017-109701,43071,43072,Same Day,Fellowes Advanced Computer Series Surge Protectors
CA-2017-109701,43071,43072,Same Day,Prang Dustless Chalk Sticks
CA-2015-111514,42247,42249,First Class,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
CA-2015-111514,42247,42249,First Class,GBC Prestige Therm-A-Bind Covers
CA-2015-111514,42247,42249,First Class,Memorex Micro Travel Drive 32 GB
CA-2015-111514,42247,42249,First Class,Lexmark S315 Color Inkjet Printer
US-2014-148838,41715,41719,Standard Class,Bretford Rectangular Conference Table Tops
US-2014-148838,41715,41719,Standard Class,Balt Solid Wood Round Tables
US-2014-148838,41715,41719,Standard Class,"Hon 30"" x 60"" Table with Locking Drawer"
US-2014-148838,41715,41719,Standard Class,Xerox 1926
US-2014-148838,41715,41719,Standard Class,Xerox 1918
CA-2017-136497,42841,42845,Standard Class,SpineVue Locking Slant-D Ring Binders by Cardinal
US-2016-108637,42442,42447,Standard Class,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
US-2016-108637,42442,42447,Standard Class,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
US-2016-108637,42442,42447,Standard Class,Ibico Covers for Plastic or Wire Binding Elements
CA-2014-102295,41967,41969,Second Class,"Global Leather & Oak Executive Chair, Burgundy"
CA-2017-123659,42776,42779,First Class,HP Office Recycled Paper (20Lb. and 87 Bright)
US-2016-129469,42636,42640,Standard Class,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
US-2016-129469,42636,42640,Standard Class,"Dixon Ticonderoga Maple Cedar Pencil, #2"
CA-2017-155152,42923,42925,Second Class,Hypercom P1300 Pinpad
CA-2016-159940,42558,42562,Second Class,Flat Face Poster Frame
CA-2016-159940,42558,42562,Second Class,Acco Hot Clips Clips to Go
CA-2016-159940,42558,42562,Second Class,Tops Wirebound Message Log Books
CA-2016-159940,42558,42562,Second Class,Global Ergonomic Managers Chair
CA-2017-119669,42759,42765,Standard Class,Revere Boxed Rubber Bands by Revere
US-2014-164616,41870,41872,Second Class,GBC DocuBind P50 Personal Binding Machine
US-2014-164616,41870,41872,Second Class,Acme Kleencut Forged Steel Scissors
CA-2015-148628,42344,42349,Standard Class,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
CA-2016-118052,42496,42500,Standard Class,Advantus T-Pin Paper Clips
CA-2016-118052,42496,42500,Standard Class,Xerox 1951
CA-2016-118052,42496,42500,Standard Class,DAX Solid Wood Frames
US-2017-117534,42819,42820,First Class,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
US-2017-117534,42819,42820,First Class,Staples in misc. colors
US-2017-117534,42819,42820,First Class,Avery Arch Ring Binders
US-2017-117534,42819,42820,First Class,Clearsounds A400
US-2017-117534,42819,42820,First Class,Hewlett Packard 310 Color Digital Copier
CA-2015-145065,42350,42353,First Class,Staples
CA-2015-145065,42350,42353,First Class,Recycled Premium Regency Composition Covers
US-2015-127040,42344,42348,Standard Class,Xerox 219
US-2015-127040,42344,42348,Standard Class,Xerox 1903
US-2015-127040,42344,42348,Standard Class,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
US-2015-127040,42344,42348,Standard Class,"Seth Thomas 14"" Day/Date Wall Clock"
CA-2016-128111,42446,42452,Standard Class,Newell 345
CA-2015-137897,42322,42327,Standard Class,Imation Clip USB flash drive - 8 GB
CA-2015-137897,42322,42327,Standard Class,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
CA-2015-137897,42322,42327,Standard Class,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
CA-2017-169264,42961,42963,Second Class,Avery File Folder Labels
CA-2017-169264,42961,42963,Second Class,Newell 318
CA-2017-147361,42987,42993,Standard Class,Fellowes Officeware Wire Shelving
CA-2017-147361,42987,42993,Standard Class,X-Rack File for Hanging Folders
CA-2017-145877,42826,42829,Second Class,Hanging Personal Folder File
CA-2017-145877,42826,42829,Second Class,Staple envelope
US-2016-110170,42640,42646,Standard Class,O'Sullivan Plantations 2-Door Library in Landvery Oak
CA-2017-108574,43015,43019,Standard Class,Logitech G19 Programmable Gaming Keyboard
CA-2017-108574,43015,43019,Standard Class,Motorola HK250 Universal Bluetooth Headset
CA-2017-108574,43015,43019,Standard Class,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
CA-2017-144589,42755,42760,Standard Class,Staples in misc. colors
CA-2017-144589,42755,42760,Standard Class,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
CA-2017-155985,42817,42819,First Class,DAX Natural Wood-Tone Poster Frame
CA-2014-162684,41852,41857,Standard Class,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
CA-2015-142041,42162,42164,Second Class,3-ring staple pack
CA-2014-151295,41955,41959,Standard Class,Xerox 1974
CA-2014-151295,41955,41959,Standard Class,Bevis Boat-Shaped Conference Table
CA-2016-156300,42733,42737,Standard Class,"Global Leather & Oak Executive Chair, Burgundy"
CA-2015-146087,42191,42196,Standard Class,Bush Mission Pointe Library
CA-2017-168655,43020,43026,Standard Class,WD My Passport Ultra 2TB Portable External Hard Drive
CA-2017-168655,43020,43026,Standard Class,GBC Twin Loop Wire Binding Elements
CA-2016-107202,42511,42518,Standard Class,Panasonic KX MB2061 Multifunction Printer
CA-2017-159597,43048,43053,Standard Class,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
CA-2017-159597,43048,43053,Standard Class,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
CA-2016-155551,42478,42483,Standard Class,Safco Industrial Wire Shelving
CA-2016-155551,42478,42483,Standard Class,"Adams Telephone Message Books, 5 1/4” x 11”"
US-2017-147669,43094,43099,Standard Class,Maxell 4.7GB DVD-R
US-2017-147669,43094,43099,Standard Class,Satellite Sectional Post Binders
US-2017-147669,43094,43099,Standard Class,Hon Rectangular Conference Tables
US-2017-147669,43094,43099,Standard Class,Staples
CA-2016-169922,42532,42538,Standard Class,Computer Printout Index Tabs
CA-2016-169922,42532,42538,Standard Class,GBC Wire Binding Combs
CA-2016-169922,42532,42538,Standard Class,"Stacking Tray, Side-Loading, Legal, Smoke"
CA-2017-100748,42868,42875,Standard Class,Self-Adhesive Address Labels for Typewriters by Universal
CA-2017-129805,43097,43102,Standard Class,3M Hangers With Command Adhesive
CA-2014-148586,41723,41730,Standard Class,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
US-2017-112613,42883,42887,Standard Class,Spigen Samsung Galaxy S5 Case Wallet
CA-2015-154746,42322,42325,First Class,Brown Kraft Recycled Envelopes
CA-2015-154746,42322,42325,First Class,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
CA-2017-140053,42919,42926,Standard Class,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
CA-2014-164210,41961,41963,Second Class,Bevis Rectangular Conference Tables
CA-2014-164210,41961,41963,Second Class,"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
CA-2017-139948,42933,42938,Standard Class,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
CA-2016-146934,42512,42517,Standard Class,AT&T 841000 Phone
CA-2016-146934,42512,42517,Standard Class,Bevis 36 x 72 Conference Tables
CA-2016-146934,42512,42517,Standard Class,Eureka Sanitaire  Commercial Upright
CA-2016-146934,42512,42517,Standard Class,SanDisk Cruzer 32 GB USB Flash Drive
CA-2016-146934,42512,42517,Standard Class,Ampad #10 Peel & Seel Holiday Envelopes
CA-2016-146934,42512,42517,Standard Class,Digium D40 VoIP phone
CA-2015-100573,42272,42278,Standard Class,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
CA-2016-119165,42674,42680,Standard Class,Hon Olson Stacker Stools
CA-2015-128027,42261,42264,Second Class,Fellowes Officeware Wire Shelving
CA-2016-140207,42679,42684,Standard Class,Cardinal Holdit Data Disk Pockets
CA-2017-140949,42811,42816,Second Class,Avery 496
CA-2017-140949,42811,42816,Second Class,Cisco SPA525G2 IP Phone - Wireless
CA-2017-140949,42811,42816,Second Class,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
CA-2017-140949,42811,42816,Second Class,SanDisk Cruzer 32 GB USB Flash Drive
CA-2017-140949,42811,42816,Second Class,Kingston Digital DataTraveler 16GB USB 2.0
CA-2017-140949,42811,42816,Second Class,"Neat Ideas Personal Hanging Folder Files, Black"
CA-2017-140949,42811,42816,Second Class,Avery 486
CA-2017-140949,42811,42816,Second Class,Lumber Crayons
CA-2017-140949,42811,42816,Second Class,"Tenex File Box, Personal Filing Tote with Lid, Black"
CA-2017-138548,42962,42968,Standard Class,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
CA-2015-142419,42196,42198,Second Class,Xerox 1896
CA-2015-142419,42196,42198,Second Class,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
CA-2017-148691,43072,43078,Standard Class,GBC Premium Transparent Covers with Diagonal Lined Pattern
CA-2017-148691,43072,43078,Standard Class,SpineVue Locking Slant-D Ring Binders by Cardinal
CA-2017-148691,43072,43078,Standard Class,AT&T 1080 Corded phone
CA-2017-148691,43072,43078,Standard Class,Avery 520
CA-2017-128755,42859,42863,Standard Class,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
CA-2017-128755,42859,42863,Standard Class,Letter Size Cart
CA-2017-128755,42859,42863,Standard Class,Xerox 23
CA-2017-128755,42859,42863,Standard Class,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
US-2016-135923,42391,42397,Standard Class,Eldon Pizzaz Desk Accessories
US-2016-135923,42391,42397,Standard Class,"Sauder Forest Hills Library, Woodland Oak Finish"
US-2016-135923,42391,42397,Standard Class,Fellowes Mighty 8 Compact Surge Protector
CA-2016-114972,42677,42680,First Class,Global Deluxe High-Back Office Chair in Storm
CA-2016-114972,42677,42680,First Class,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
CA-2016-114972,42677,42680,First Class,Avery 50
CA-2016-114972,42677,42680,First Class,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
CA-2017-102750,42982,42986,Second Class,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
CA-2014-145212,41895,41901,Standard Class,Newell 322
CA-2017-141992,42905,42911,Standard Class,Fiskars Spring-Action Scissors
CA-2017-141992,42905,42911,Standard Class,Safco Industrial Wire Shelving
CA-2017-147956,43093,43100,Standard Class,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
CA-2017-126067,42975,42981,Standard Class,Anker 24W Portable Micro USB Car Charger
CA-2017-126067,42975,42981,Standard Class,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
CA-2017-126067,42975,42981,Standard Class,GBC Standard Therm-A-Bind Covers
CA-2017-126067,42975,42981,Standard Class,Newell 344
CA-2015-104514,42006,42008,Second Class,"SAFCO Mobile Desk Side File, Wire Frame"
CA-2015-104514,42006,42008,Second Class,Newell 313
CA-2015-104514,42006,42008,Second Class,Xerox 1959
CA-2015-141040,42286,42290,Second Class,Jawbone JAMBOX Wireless Bluetooth Speaker
CA-2015-141040,42286,42290,Second Class,Xerox 1895
CA-2014-113579,41986,41988,Second Class,White GlueTop Scratch Pads
CA-2014-144624,41962,41966,Standard Class,Apple iPhone 5
CA-2016-146206,42623,42627,Second Class,KI Adjustable-Height Table
CA-2016-146206,42623,42627,Second Class,Polycom VVX 310 VoIP phone
CA-2014-136644,41806,41812,Standard Class,"Global Geo Office Task Chair, Gray"
CA-2015-122371,42273,42278,Standard Class,"Sortfiler Multipurpose Personal File Organizer, Black"
CA-2015-122371,42273,42278,Standard Class,Cameo Buff Policy Envelopes
CA-2016-126935,42509,42514,Standard Class,GBC Personal VeloBind Strips
US-2017-133781,42908,42909,First Class,"#10 White Business Envelopes,4 1/8 x 9 1/2"
CA-2017-131618,42903,42906,First Class,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
CA-2017-131618,42903,42906,First Class,Avery Durable Binders
CA-2017-131618,42903,42906,First Class,Fellowes Binding Cases
CA-2016-149482,42688,42693,Standard Class,Avery 52
CA-2014-143917,41845,41847,Second Class,"Fellowes Personal Hanging Folder Files, Navy"
CA-2014-143917,41845,41847,Second Class,High Speed Automatic Electric Letter Opener
CA-2014-143917,41845,41847,Second Class,Staple-based wall hangings
CA-2015-120397,42187,42187,Same Day,Belkin 8 Outlet Surge Protector
CA-2017-163902,42796,42802,Standard Class,Panasonic KX TS3282B Corded phone
CA-2017-163902,42796,42802,Standard Class,Logitech G13 Programmable Gameboard with LCD Display
CA-2016-136812,42692,42697,Standard Class,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
CA-2015-102722,42112,42113,First Class,Memorex Froggy Flash Drive 8 GB
CA-2017-155089,43071,43075,Standard Class,"Premier Elliptical Ring Binder, Black"
CA-2016-124506,42685,42691,Standard Class,Belkin F8E887 USB Wired Ergonomic Keyboard
CA-2016-124506,42685,42691,Standard Class,Global Chrome Stack Chair
CA-2014-106572,41887,41892,Standard Class,Economy Rollaway Files
CA-2014-128888,41958,41965,Standard Class,Ames Color-File Green Diamond Border X-ray Mailers
CA-2017-123134,42857,42862,Standard Class,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
CA-2016-124352,42658,42664,Standard Class,Avery 49
CA-2016-124352,42658,42664,Standard Class,Avery 508
CA-2016-124352,42658,42664,Standard Class,Hoover Upright Vacuum With Dirt Cup
CA-2016-124352,42658,42664,Standard Class,Xerox 1999
CA-2016-124352,42658,42664,Standard Class,Samsung Replacement EH64AVFWE Premium Headset
CA-2016-124352,42658,42664,Standard Class,Ibico Plastic Spiral Binding Combs
CA-2015-124541,42100,42104,Standard Class,Newell 312
CA-2015-124541,42100,42104,Standard Class,Maxell 4.7GB DVD-RW 3/Pack
CA-2015-124541,42100,42104,Standard Class,Ibico Covers for Plastic or Wire Binding Elements
CA-2015-124541,42100,42104,Standard Class,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
CA-2015-124541,42100,42104,Standard Class,Xerox 1949
CA-2014-108707,41936,41941,Standard Class,Xerox 210
CA-2014-111500,41868,41872,Standard Class,Xerox 1929
CA-2014-111500,41868,41872,Standard Class,Avery Non-Stick Binders
CA-2014-111500,41868,41872,Standard Class,Colored Push Pins
CA-2014-111500,41868,41872,Standard Class,Logitech Gaming G510s - Keyboard
US-2017-117723,42962,42965,Second Class,Tennsco Single-Tier Lockers
CA-2015-143238,42253,42255,First Class,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
CA-2015-168746,42031,42033,Second Class,High-Back Leather Manager's Chair
CA-2015-168746,42031,42033,Second Class,Polycom VVX 310 VoIP phone
CA-2015-168746,42031,42033,Second Class,Nortel Meridian M5316 Digital phone
CA-2015-113404,42201,42201,Same Day,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
CA-2015-113404,42201,42201,Same Day,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
CA-2016-144792,42490,42494,Standard Class,12-1/2 Diameter Round Wall Clock
CA-2014-164385,41908,41913,Second Class,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
US-2016-114174,42621,42627,Standard Class,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
US-2016-114174,42621,42627,Standard Class,Avery 52
CA-2017-108070,42841,42845,Standard Class,"Belkin 19"" Vented Equipment Shelf, Black"
CA-2017-108070,42841,42845,Standard Class,O'Sullivan Living Dimensions 2-Shelf Bookcases
US-2015-128090,42232,42238,Standard Class,Newell 346
US-2015-128090,42232,42238,Standard Class,Samsung Galaxy S4 Mini
US-2015-128090,42232,42238,Standard Class,Xerox 1891
US-2015-128090,42232,42238,Standard Class,Avery 488
CA-2017-101042,43058,43062,Standard Class,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
CA-2017-101042,43058,43062,Standard Class,GBC Imprintable Covers
CA-2016-155439,42627,42631,Standard Class,Xerox 224
CA-2016-118626,42597,42602,Standard Class,HTC One Mini
CA-2015-111458,42273,42277,Standard Class,Dell Slim USB Multimedia Keyboard
US-2016-126844,42651,42657,Standard Class,Contemporary Wood/Metal Frame
US-2015-112508,42087,42093,Standard Class,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
CA-2015-147788,42155,42159,Standard Class,O'Sullivan Living Dimensions 3-Shelf Bookcases
CA-2015-147788,42155,42159,Standard Class,Self-Adhesive Removable Labels
CA-2015-147788,42155,42159,Standard Class,Fellowes Super Stor/Drawer Files
CA-2015-144288,42363,42369,Standard Class,Avery 474
CA-2015-144288,42363,42369,Standard Class,Xerox 227
CA-2015-110632,42080,42085,Second Class,KeyTronic KT800P2 - Keyboard - Black
