product_id,sales,quantity,discount,profit
OFF-SU-10001225,"14,72",5,"0,2","-3,312"
OFF-ST-10001558,"38,976",3,"0,2","-2,436"
FUR-FU-10001546,"17,088",2,"0,2","1,068"
OFF-PA-10002581,"74,352",3,"0,2","23,235"
FUR-CH-10001482,"314,352",3,"0,2","-35,3646"
OFF-AR-10002399,"4,26",1,0,"1,7466"
OFF-ST-10001963,"811,28",8,0,"24,3384"
OFF-FA-10002988,"6,03",3,0,"2,9547"
FUR-CH-10004289,"153,568",2,"0,2","-5,7588"
FUR-CH-10000785,"1013,488",7,"0,2","76,0116"
OFF-EN-10003040,"52,34",2,0,"24,5998"
OFF-AR-10001573,"4,66",2,0,"1,3514"
TEC-AC-10000844,"254,97",3,0,"91,7892"
OFF-BI-10000756,"25,44",6,0,"12,72"
OFF-SU-10000381,"27,93",3,0,"8,0997"
OFF-BI-10004094,"8,85",5,"0,8","-13,7175"
FUR-FU-10001852,"6,96",4,0,"2,2272"
OFF-BI-10000014,"17,456",2,"0,2","5,8914"
FUR-CH-10003396,"307,92",5,"0,2","-34,641"
OFF-AR-10003811,"6,63",3,0,"1,7901"
OFF-PA-10003172,"12,96",2,0,"6,2208"
OFF-PA-10000289,"32,4",5,0,"15,552"
OFF-PA-10000791,"23,85",5,0,"10,7325"
FUR-CH-10002304,"51,96",2,0,"12,99"
OFF-BI-10000136,"17,94",3,0,"8,6112"
OFF-PA-10003739,"11,56",2,0,"5,6644"
OFF-PA-10002479,"26,4",5,0,"11,88"
FUR-FU-10000771,"69,08",11,0,"29,0136"
TEC-PH-10001552,"35,88",3,0,"10,0464"
OFF-AR-10001915,"49,65",5,0,"20,853"
TEC-CO-10000971,"959,968",4,"0,2","119,996"
FUR-CH-10004086,"408,422",2,"0,3","-5,8346"
TEC-CO-10000971,"479,984",2,"0,2","59,998"
OFF-LA-10001317,"12,6",4,0,"6,048"
OFF-PA-10003656,"184,66",7,0,"84,9436"
OFF-PA-10002160,"23,12",5,"0,2","8,381"
OFF-PA-10000575,"37,464",7,"0,2","12,1758"
FUR-CH-10003981,"539,658",3,"0,3","-7,7094"
OFF-ST-10002615,"310,12",2,0,"80,6312"
OFF-PA-10000327,"8,56",2,0,"3,852"
OFF-ST-10001325,"52,4",5,0,"14,148"
OFF-LA-10001771,"14,94",3,0,"6,8724"
OFF-FA-10004968,"11,22",3,0,"0,2244"
OFF-AP-10000576,"387,136",4,"0,2","24,196"
OFF-EN-10003286,"41,4",5,0,"19,458"
OFF-AR-10003772,35,4,0,"10,5"
OFF-BI-10002852,"39,552",3,"0,2","14,3376"
TEC-PH-10002890,"135,72",3,0,"35,2872"
OFF-BI-10001308,"12,56",2,0,"5,652"
TEC-PH-10001750,"263,96",4,0,"71,2692"
OFF-AR-10003338,"5,952",1,"0,2","0,372"
OFF-FA-10002763,"15,8",5,"0,2","2,37"
FUR-FU-10002088,"14,368",2,"0,2","3,9512"
FUR-FU-10003976,"70,448",7,"0,2","12,3284"
OFF-ST-10001511,"129,3",2,0,"6,465"
OFF-BI-10000301,"3,882",3,"0,8","-5,823"
OFF-FA-10003495,"6,08",1,0,"3,04"
OFF-AP-10001303,"19,9",1,0,"8,955"
FUR-FU-10002116,"70,71",1,0,"4,9497"
FUR-FU-10000771,"18,84",3,0,"7,9128"
OFF-AR-10002255,"8,64",3,0,"2,5056"
OFF-BI-10004995,"1633,188",4,"0,7","-1306,5504"
FUR-FU-10002597,"19,76",4,0,"8,2992"
OFF-BI-10004970,"6,608",2,"0,2","2,2302"
OFF-BI-10002557,"7,28",2,"0,2","2,73"
FUR-CH-10000785,"144,784",1,"0,2","10,8588"
TEC-PH-10002310,"156,792",1,"0,2","13,7193"
TEC-PH-10002834,"431,976",3,"0,2","26,9985"
OFF-EN-10000927,"35,89",1,0,"16,1505"
OFF-BI-10001636,"47,208",7,"0,2","15,3426"
OFF-PA-10001736,"248,08",7,0,"116,5976"
OFF-PA-10000482,"189,7",5,0,"89,159"
OFF-BI-10001658,"59,808",3,"0,2","19,4376"
FUR-CH-10000422,"90,99",1,0,"14,5584"
FUR-CH-10004675,"1526,56",7,0,"427,4368"
FUR-CH-10002880,"368,97",3,0,"40,5867"
OFF-ST-10000675,"305,01",9,0,"76,2525"
FUR-FU-10002685,"18,7",1,0,"7,106"
FUR-FU-10004020,"38,29",7,0,"16,4647"
FUR-FU-10004963,"26,25",3,0,"11,025"
OFF-BI-10000174,"64,96",14,"0,2","22,736"
OFF-EN-10000461,"43,7",5,0,"20,539"
TEC-AC-10001266,"41,6",4,"0,2",13
OFF-PA-10002160,"23,12",5,"0,2","8,381"
FUR-CH-10004875,"113,888",2,"0,2","9,9652"
FUR-FU-10000305,"113,568",2,"0,2","-5,6784"
TEC-PH-10000347,"7,92",2,"0,2","0,693"
TEC-PH-10001459,"671,984",2,"0,2","50,3988"
TEC-PH-10000439,"39,99",1,0,"11,5971"
FUR-CH-10002647,"191,646",3,"0,1","31,941"
OFF-BI-10003910,"2,313",1,"0,7","-1,9275"
OFF-BI-10001097,"19,936",4,"0,2","7,2268"
OFF-FA-10004854,"45,92",4,0,"21,5824"
OFF-PA-10003673,"20,34",3,0,"9,3564"
OFF-LA-10002034,"39,28",8,0,"19,2472"
FUR-CH-10002774,"81,568",2,"0,2","9,1764"
FUR-CH-10003817,"97,184",2,"0,2","6,074"
OFF-BI-10002949,"24,32",5,"0,2","8,208"
FUR-FU-10002445,"18,96",2,0,"7,584"
FUR-FU-10001473,"32,952",6,"0,6","-19,7712"
OFF-ST-10002562,"30,016",4,"0,2","3,0016"
OFF-AP-10002118,"499,584",3,"0,2","43,7136"
OFF-PA-10001800,"31,104",6,"0,2","10,8864"
OFF-BI-10002827,"13,272",8,"0,7","-10,6176"
FUR-FU-10004671,"28,272",2,"0,2","6,3612"
OFF-ST-10000736,"259,136",4,"0,2","-51,8272"
OFF-BI-10004656,"10,8",5,0,"5,184"
FUR-TA-10001095,"244,006",2,"0,3","-31,3722"
OFF-PA-10000213,"15,936",4,"0,2","5,3784"
FUR-CH-10001797,"188,552",7,"0,3","-2,6936"
OFF-ST-10002214,"22,58",2,0,"5,8708"
FUR-CH-10000422,"545,94",6,0,"87,3504"
OFF-PA-10003848,"20,736",4,"0,2","7,2576"
FUR-FU-10003623,"43,296",2,"0,2","4,3296"
FUR-CH-10001797,"123,136",4,"0,2","13,8528"
OFF-BI-10003094,"11,264",4,"0,2","3,8016"
OFF-ST-10002205,"53,424",3,"0,2","4,6746"
FUR-TA-10003238,"275,49",1,"0,5","-170,8038"
FUR-FU-10000755,"24,96",4,0,"6,24"
OFF-PA-10002893,"19,36",2,0,"9,2928"
OFF-ST-10000689,"1267,65",9,0,"152,118"
TEC-AC-10004227,"12,99",1,0,"0,7794"
OFF-BI-10000174,"18,56",4,"0,2","6,496"
OFF-ST-10001809,"449,15",5,0,"8,983"
OFF-BI-10002309,"31,248",7,"0,2","10,9368"
OFF-AP-10004532,"61,44",3,0,"16,5888"
OFF-BI-10003091,"895,92",4,0,"421,0824"
OFF-BI-10004654,"55,36",4,"0,2","18,684"
OFF-ST-10000760,"55,92",5,"0,2","6,291"
OFF-EN-10001539,"24,896",4,"0,2","8,4024"
FUR-FU-10000550,"3,984",1,"0,2","0,6474"
TEC-AC-10003628,"95,968",4,"0,2","28,7904"
TEC-MA-10004521,"206,991",3,"0,7","-172,4925"
OFF-AP-10003860,"44,416",2,"0,2","3,8864"
OFF-BI-10000069,"9,006",2,"0,7","-7,2048"
OFF-BI-10003655,19,5,0,"8,93"
OFF-BI-10001628,"33,376",4,"0,2","10,43"
OFF-AP-10003779,"207,48",1,0,"62,244"
OFF-BI-10000666,"91,68",3,0,"45,84"
OFF-AP-10000828,"904,9",5,0,"253,372"
OFF-BI-10002706,"34,272",3,"0,2","11,1384"
FUR-FU-10004748,"191,82",3,0,"74,8098"
OFF-AP-10000026,"243,88",5,"0,2","27,4365"
OFF-BI-10000773,"12,03",5,"0,7","-9,223"
TEC-MA-10000822,"2549,985",5,"0,7","-3399,98"
OFF-BI-10001543,"21,594",2,"0,7","-15,8356"
OFF-BI-10003355,"8,964",6,"0,7","-6,5736"
OFF-PA-10002005,"20,736",4,"0,2","7,2576"
FUR-TA-10004154,"344,22",2,"0,4","-103,266"
OFF-ST-10002743,"727,296",8,"0,2","-172,7328"
FUR-FU-10004973,"22,608",3,"0,6","-10,1736"
TEC-AC-10002842,"666,4",7,"0,2","-33,32"
OFF-FA-10002701,"5,04",3,0,"0,2016"
OFF-PA-10001125,"92,94",3,0,"41,823"
FUR-FU-10004090,"66,69",3,0,"22,0077"
OFF-BI-10001510,"91,68",5,"0,2","28,65"
FUR-BO-10002202,"327,7328",2,"0,32","-14,4588"
OFF-BI-10001922,"52,272",11,"0,2","17,6418"
OFF-PA-10001667,"17,94",3,0,"8,073"
FUR-FU-10001488,"254,352",3,"0,2",0
OFF-BI-10002799,"8,288",2,"0,2","2,6936"
FUR-CH-10003846,"504,9",5,0,"80,784"
TEC-PH-10003691,"403,168",4,"0,2","25,198"
FUR-BO-10000468,"194,32",4,0,"31,0912"
OFF-AR-10001044,"25,99",1,0,"7,5371"
FUR-CH-10003833,"195,136",4,"0,2","-12,196"
OFF-PA-10004355,"20,736",4,"0,2","7,2576"
TEC-AC-10003038,"53,7",6,0,"10,203"
OFF-BI-10002799,"36,26",7,0,"16,6796"
OFF-AR-10003582,"56,3",2,0,"15,764"
OFF-PA-10004451,"32,4",5,0,"15,552"
FUR-FU-10004666,"29,16",2,0,"10,7892"
FUR-TA-10001520,"171,288",3,"0,2","-6,4233"
FUR-FU-10004270,"16,72",5,"0,2","3,344"
OFF-PA-10003172,"12,96",2,0,"6,2208"
OFF-EN-10002312,"22,18",2,0,"10,8682"
FUR-CH-10002320,"2054,272",8,"0,2","256,784"
TEC-PH-10001530,"1022,97",5,"0,4","-255,7425"
OFF-AR-10001216,"13,9",5,0,"3,614"
OFF-PA-10003127,"26,38",1,0,"12,1348"
OFF-BI-10003910,"43,176",7,"0,2","13,4925"
FUR-TA-10004534,"411,8",2,0,"70,006"
TEC-AC-10000892,360,4,0,"129,6"
FUR-FU-10003247,"41,96",2,0,"2,9372"
OFF-AP-10004336,"227,84",4,0,"66,0736"
OFF-PA-10001295,"37,94",2,0,"18,2112"
TEC-PH-10002555,"517,9",2,0,"134,654"
OFF-BI-10000831,"5,28",2,0,"2,4288"
TEC-CO-10001046,"2799,96",5,"0,2","874,9875"
OFF-EN-10002973,"8,96",2,0,"4,3008"
OFF-LA-10001641,"31,5",10,0,"15,12"
FUR-FU-10003878,"30,56",2,0,"10,3904"
FUR-TA-10003837,"24,368",2,"0,2","-3,3506"
TEC-AC-10002800,"119,976",3,"0,2","22,4955"
OFF-PA-10001307,"26,88",8,"0,2","9,744"
TEC-PH-10002350,"83,97",3,0,"23,5116"
TEC-AC-10000397,"104,97",3,0,"7,3479"
OFF-ST-10000615,"90,8",8,0,"25,424"
TEC-PH-10004531,"140,736",8,"0,2","49,2576"
TEC-AC-10004001,"214,95",5,0,"88,1295"
OFF-PA-10001534,"45,36",7,0,"21,7728"
OFF-PA-10001815,"288,24",6,0,"138,3552"
OFF-AP-10003779,"663,936",4,"0,2","82,992"
OFF-ST-10002011,"2934,33",7,0,"792,2691"
FUR-FU-10002379,"124,41",3,0,"14,9292"
OFF-AR-10003752,"57,75",5,0,"26,565"
OFF-ST-10003692,"114,46",2,0,"28,615"
FUR-BO-10004409,"120,666",2,"0,15","18,4548"
OFF-ST-10003306,"342,864",3,"0,2","38,5722"
FUR-FU-10003724,"16,74",5,"0,6","-14,229"
FUR-CH-10002024,"981,372",2,"0,3","-140,196"
OFF-AR-10003514,"31,84",8,0,"10,5072"
OFF-PA-10001800,"12,96",2,0,"6,2208"
TEC-PH-10003589,"43,176",3,"0,2","15,1116"
OFF-BI-10003364,"58,34",2,0,"28,0032"
TEC-PH-10002834,"539,97",3,0,"134,9925"
OFF-BI-10000343,"3,928",1,"0,2","1,3257"
OFF-BI-10004584,"252,784",4,"0,8","-417,0936"
TEC-AC-10002402,"127,984",2,"0,2","15,998"
FUR-FU-10000550,"3,984",2,"0,6","-2,6892"
OFF-AP-10000055,"12,992",2,"0,8","-32,48"
FUR-FU-10001591,61,5,0,"25,62"
TEC-PH-10000526,"671,93",7,0,"188,1404"
OFF-BI-10001071,"447,86",7,0,"219,4514"
TEC-PH-10001557,"479,95",5,0,"129,5865"
OFF-PA-10001977,"166,44",3,0,"79,8912"
OFF-SU-10004231,"31,68",4,"0,2","2,772"
OFF-PA-10000809,"10,368",2,"0,2","3,6288"
OFF-FA-10003021,"12,032",8,"0,2","2,256"
OFF-AP-10000696,"5,768",2,"0,8","-13,5548"
OFF-LA-10001158,"33,12",4,"0,2","11,592"
FUR-BO-10002268,"220,2656",4,"0,32","-42,1096"
OFF-BI-10000829,"10,776",3,"0,2","3,5022"
FUR-BO-10003441,"242,352",3,"0,2","9,0882"
OFF-SU-10003505,"695,16",6,0,"34,758"
FUR-BO-10003660,"220,98",1,0,"50,8254"
OFF-BI-10001267,"12,957",7,"0,7","-9,5018"
OFF-PA-10002741,"25,68",6,0,"11,556"
OFF-LA-10004345,"15,712",4,"0,2","5,6956"
OFF-ST-10004340,"298,464",6,"0,2","26,1156"
OFF-PA-10001471,"21,93",3,0,"10,0878"
OFF-ST-10002344,"242,94",3,0,"4,8588"
OFF-PA-10001892,"7,64",1,0,"3,7436"
OFF-PA-10001934,"51,84",8,0,"25,4016"
OFF-ST-10000078,"265,17",1,0,"47,7306"
TEC-MA-10001972,"837,6",3,"0,2","62,82"
OFF-EN-10002504,"135,9",5,0,"63,873"
OFF-PA-10002160,"34,68",6,0,"16,9932"
FUR-CH-10001973,"532,704",6,"0,2","-39,9528"
OFF-AP-10001492,"43,1",5,0,"11,206"
OFF-SU-10002189,"15,88",4,0,"0,1588"
FUR-CH-10003312,"1123,92",5,"0,2","-182,637"
TEC-PH-10002496,"249,584",2,"0,2","31,198"
FUR-FU-10003464,"48,672",3,"0,2","7,3008"
OFF-AR-10000380,"60,768",2,"0,2","7,596"
OFF-BI-10004593,"78,6",5,"0,7","-62,88"
OFF-BI-10001308,"3,768",2,"0,7","-3,14"
OFF-ST-10001780,"1036,624",2,"0,2","51,8312"
OFF-ST-10003816,"563,808",4,"0,2","21,1428"
TEC-PH-10002200,"258,528",2,"0,4","-47,3968"
OFF-PA-10004438,"49,12",4,0,"23,0864"
FUR-FU-10004090,"44,46",2,0,"14,6718"
FUR-CH-10002602,"241,568",2,"0,2","18,1176"
TEC-AC-10001142,395,5,0,"39,5"
TEC-PH-10004977,"627,168",4,"0,2","70,5564"
FUR-FU-10004586,"13,28",2,0,"6,3744"
OFF-BI-10001116,"12,672",3,"0,2","4,4352"
OFF-BI-10000666,"30,56",5,"0,8","-45,84"
OFF-ST-10002583,"77,952",3,"0,2","-15,5904"
TEC-PH-10004908,"67,992",1,"0,2","8,499"
OFF-EN-10001219,"12,224",2,"0,2","4,4312"
TEC-AC-10004568,"44,784",2,"0,2","-0,5598"
FUR-FU-10001756,"22,848",3,"0,6","-17,7072"
OFF-AP-10002311,"206,43",3,0,"90,8292"
OFF-BI-10003650,"210,392",2,"0,8","-336,6272"
TEC-AC-10003628,"119,96",5,"0,2","35,988"
OFF-AR-10001547,"10,608",6,"0,2","0,9282"
FUR-CH-10002647,"347,802",7,"0,3","-24,843"
FUR-CH-10004495,"963,136",4,"0,2","108,3528"
TEC-PH-10002923,"88,776",3,"0,2","7,7679"
OFF-AR-10001374,"32,4",5,0,"10,368"
OFF-PA-10003441,"32,4",5,0,"15,552"
OFF-LA-10002043,"31,05",3,0,"14,904"
TEC-AC-10002049,"2025,36",6,"0,2","607,608"
TEC-MA-10000418,"1799,994",2,"0,7","-2639,9912"
TEC-PH-10004908,"101,988",2,"0,4","-16,998"
FUR-FU-10004091,"262,864",7,"0,2","69,0018"
OFF-BI-10004600,"735,98",2,0,"331,191"
OFF-PA-10001289,"93,024",3,"0,2","33,7212"
FUR-TA-10001539,"284,364",2,"0,4","-75,8304"
TEC-AC-10001266,26,2,0,"11,7"
OFF-ST-10001291,"67,64",5,"0,2","5,9185"
TEC-AC-10001314,"119,976",3,"0,2","-17,9964"
OFF-BI-10004040,"5,18",5,"0,8","-8,029"
OFF-EN-10001539,"15,56",2,0,"7,3132"
OFF-EN-10004483,"78,35",5,0,"36,8245"
OFF-AR-10001615,"59,52",3,0,"15,4752"
OFF-PA-10000327,"38,52",9,0,"17,334"
TEC-PH-10001299,"239,984",2,"0,2","23,9984"
OFF-PA-10002246,"19,35",3,0,"9,4815"
FUR-FU-10002671,67,5,0,"32,16"
FUR-CH-10003833,"390,272",8,"0,2","-24,392"
OFF-PA-10001667,"62,192",13,"0,2","19,435"
OFF-BI-10002003,"23,88",6,0,"11,2236"
OFF-BI-10004465,"3,168",2,"0,8","-4,752"
FUR-CH-10000665,"528,43",5,"0,3",0
OFF-AR-10004956,"13,392",3,"0,2","1,5066"
OFF-AR-10004260,"181,86",7,0,"50,9208"
FUR-BO-10001811,"180,588",2,"0,7","-240,784"
TEC-AC-10003280,"47,984",2,"0,2","0,5998"
OFF-PA-10004911,"18,76",2,0,"9,0048"
FUR-FU-10001487,"20,94",3,0,"6,0726"
FUR-FU-10000521,"58,68",2,0,"18,1908"
OFF-AP-10001271,"254,9",5,0,"68,823"
OFF-BI-10004728,"9,64",2,0,"4,4344"
TEC-AC-10004666,"826,62",3,0,"355,4466"
OFF-ST-10003208,"1633,14",9,0,"473,6106"
OFF-ST-10003208,"544,38",3,0,"157,8702"
OFF-BI-10000632,"26,046",3,"0,8","-44,2782"
OFF-EN-10004773,"74,352",3,"0,2","26,9526"
TEC-PH-10004700,"69,93",7,0,"32,1678"
OFF-LA-10003714,"3,75",1,0,"1,8"
OFF-BI-10001787,"20,928",4,"0,2","7,5864"
OFF-ST-10002957,"12,672",3,"0,2","-3,168"
TEC-PH-10002115,"65,99",1,0,"17,1574"
OFF-BI-10002557,"6,37",7,"0,8","-9,555"
OFF-BI-10002949,"3,648",3,"0,8","-6,0192"
OFF-PA-10004100,"31,104",6,"0,2","10,8864"
OFF-FA-10001883,"23,34",3,0,"0,2334"
TEC-PH-10000702,"29,97",3,0,"14,0859"
OFF-BI-10003196,"3,366",3,"0,7","-2,244"
TEC-PH-10001644,"95,968",4,"0,2","9,5968"
OFF-AR-10003183,"18,704",7,"0,2","2,338"
FUR-FU-10000308,"149,232",3,"0,2","3,7308"
OFF-PA-10001526,"15,936",4,"0,2","5,7768"
TEC-PH-10002103,"601,536",8,"0,2","60,1536"
TEC-AC-10004209,"10,99",1,0,"4,2861"
FUR-FU-10000397,"39,88",2,0,"11,1664"
OFF-PA-10002137,"62,24",8,0,"28,008"
FUR-FU-10001867,"53,2",5,0,"14,896"
OFF-LA-10000407,"39,84",8,0,"18,3264"
TEC-AC-10000420,"349,95",5,0,"118,983"
TEC-PH-10002726,"377,928",9,"0,2","141,723"
OFF-EN-10001415,"13,392",3,"0,2","5,022"
OFF-BI-10000773,"11,228",7,"0,8","-18,5262"
OFF-AP-10002350,"207,24",11,0,"58,0272"
OFF-AR-10001919,"1,504",1,"0,2","0,1692"
OFF-AP-10002082,"34,848",2,"0,2","6,534"
OFF-LA-10002762,"75,18",6,0,"35,3346"
TEC-AC-10002800,"149,97",3,0,"52,4895"
OFF-BI-10003925,"931,176",3,"0,2","314,2719"
TEC-PH-10002200,"430,88",2,0,"124,9552"
OFF-PA-10001295,"94,85",5,0,"45,528"
OFF-EN-10002500,"51,12",4,0,"23,004"
TEC-AC-10000892,90,1,0,"32,4"
OFF-PA-10001838,"9,408",2,"0,2","3,4104"
OFF-FA-10000735,"4,672",2,"0,2","1,46"
TEC-PH-10001760,"318,4",2,"0,2","107,46"
OFF-EN-10004846,"12,768",6,"0,2","4,6284"
OFF-SU-10003567,"15,36",2,"0,2","-3,264"
TEC-PH-10001557,"230,376",3,"0,2","20,1579"
TEC-AC-10003038,"7,16",1,"0,2","-0,0895"
OFF-ST-10004459,"375,34",1,0,"18,767"
FUR-FU-10004960,"114,9",5,0,"39,066"
OFF-BI-10000632,"26,046",3,"0,8","-44,2782"
OFF-BI-10001107,"2,896",1,"0,8","-4,7784"
OFF-ST-10002301,"32,544",2,"0,2","-7,7292"
OFF-BI-10003355,"3,984",1,"0,2","1,3944"
FUR-TA-10002903,"181,797",1,"0,3","-15,5826"
OFF-ST-10001580,"44,94",3,0,"12,5832"
OFF-BI-10000315,"45,576",3,"0,2","15,9516"
FUR-CH-10003774,"318,43",5,"0,3","-77,333"
TEC-PH-10003095,"122,92",7,"0,2","46,095"
FUR-FU-10000023,"7,068",3,"0,6","-2,8272"
OFF-ST-10002214,"56,45",5,0,"14,677"
OFF-BI-10002799,"13,468",13,"0,8","-22,8956"
TEC-PH-10004912,"219,8",5,"0,2","24,7275"
FUR-CH-10002602,"317,058",3,"0,3","-18,1176"
TEC-AC-10004510,"49,08",3,0,"4,908"
OFF-ST-10000060,"324,9",5,0,"38,988"
OFF-AR-10000799,"18,24",3,0,"5,2896"
FUR-CH-10004875,"113,888",2,"0,2","9,9652"
TEC-PH-10002085,"105,584",2,"0,2","7,9188"
OFF-FA-10000992,"24,85",7,0,"11,6795"
FUR-FU-10001473,"60,312",3,"0,2","5,2773"
OFF-AR-10003045,"7,056",3,"0,2","2,205"
TEC-PH-10001536,"27,184",2,"0,2","2,0388"
TEC-PH-10001580,"107,984",1,"0,2","9,4486"
OFF-BI-10004209,"19,296",3,"0,2","6,03"
OFF-LA-10001613,"4,608",2,"0,2","1,6704"
FUR-TA-10001676,"79,974",3,"0,4","-29,3238"
OFF-BI-10003712,"2,946",2,"0,7","-2,0622"
OFF-BI-10000285,"3,136",2,"0,8","-4,704"
OFF-PA-10004609,"20,736",4,"0,2","7,2576"
TEC-AC-10001314,"99,98",2,0,"7,9984"
OFF-PA-10003395,"733,95",7,0,"352,296"
OFF-AP-10001242,"241,44",3,0,"72,432"
OFF-LA-10001641,"10,08",4,"0,2","3,528"
OFF-ST-10003816,"281,904",2,"0,2","10,5714"
OFF-EN-10002230,"201,432",3,"0,2","67,9833"
TEC-PH-10002660,"135,98",2,0,"33,995"
TEC-PH-10003171,"44,95",1,0,"12,586"
TEC-AC-10003709,"2,97",3,0,"1,3068"
OFF-FA-10000304,"6,54",3,0,"2,6814"
TEC-AC-10003709,"7,92",8,0,"3,4848"
FUR-CH-10002774,"203,92",5,"0,2","22,941"
TEC-CO-10001046,"3359,952",6,"0,2","1049,985"
OFF-FA-10003495,"18,24",3,0,"9,12"
OFF-AR-10004685,"27,78",6,0,"9,1674"
OFF-AR-10004757,"22,96",7,0,"7,5768"
TEC-PH-10001615,"28,99",1,0,"8,4071"
OFF-PA-10003349,"12,96",2,0,"6,3504"
OFF-AR-10000127,"22,96",7,0,"6,6584"
OFF-SU-10002881,"4164,05",5,0,"83,281"
TEC-AC-10001109,"47,984",2,"0,2","13,1956"
OFF-PA-10000682,"4,624",1,"0,2","1,6762"
FUR-FU-10000221,"15,24",3,0,"5,1816"
OFF-BI-10002429,"63,924",7,"0,7","-46,8776"
OFF-AR-10002375,"6,56",2,0,"1,9024"
OFF-AP-10000595,"13,11",3,0,"3,4086"
TEC-PH-10001530,"494,376",3,"0,2","49,4376"
OFF-BI-10000050,"29,2",5,"0,2","9,855"
TEC-AC-10001552,"248,85",5,0,"27,3735"
TEC-AC-10003399,"36,24",1,0,"15,2208"
OFF-AR-10004078,"11,68",2,0,"3,504"
OFF-SU-10002189,"11,91",3,0,"0,1191"
FUR-FU-10001852,"3,48",2,0,"1,1136"
OFF-BI-10003638,"30,96",8,"0,8","-52,632"
TEC-MA-10002428,"1704,89",11,0,"767,2005"
OFF-BI-10001036,"19,194",7,"0,7","-12,796"
OFF-AP-10004708,"121,792",4,"0,2","13,7016"
TEC-MA-10000488,"1919,976",3,"0,2","215,9973"
OFF-BI-10003656,"50,997",1,"0,7","-40,7976"
OFF-ST-10003656,"76,792",1,"0,2","-16,3183"
TEC-PH-10001128,"539,964",6,"0,4","-107,9928"
FUR-FU-10001473,"60,312",3,"0,2","5,2773"
OFF-BI-10004656,"1,944",3,"0,7","-1,4256"
OFF-EN-10004955,"12,984",3,"0,2","4,7067"
TEC-PH-10002468,"217,584",2,"0,2","19,0386"
TEC-PH-10000576,"328,776",3,"0,2","28,7679"
OFF-BI-10002160,"2,286",3,"0,8","-3,6576"
TEC-AC-10003628,"47,984",2,"0,2","14,3952"
OFF-BI-10001116,"25,344",6,"0,2","8,8704"
OFF-BI-10002026,"232,4",5,"0,2","78,435"
FUR-FU-10003691,"86,45",7,0,"38,038"
FUR-CH-10002602,"603,92",5,"0,2","45,294"
OFF-PA-10000675,"81,98",2,0,"40,1702"
FUR-CH-10002602,"271,764",2,"0,1","48,3136"
OFF-BI-10001900,"14,376",3,"0,2","4,8519"
FUR-FU-10001468,"341,96",5,"0,6","-427,45"
OFF-AR-10004648,"181,35",9,0,"48,9645"
OFF-LA-10003190,"8,64",3,0,"4,2336"
OFF-AP-10004868,"43,512",7,"0,2","3,8073"
FUR-CH-10004287,"662,88",3,"0,2","74,574"
OFF-PA-10002689,"25,92",5,"0,2","9,072"
OFF-AP-10002892,"68,94",3,0,"20,682"
FUR-FU-10002253,"128,82",3,0,"50,2398"
OFF-BI-10001359,"896,99",5,"0,8","-1480,0335"
OFF-BI-10001267,"1,234",1,"0,8","-1,9744"
OFF-AR-10003582,"67,56",3,"0,2","6,756"
OFF-PA-10003724,"21,72",5,"0,2","7,8735"
OFF-PA-10001033,"262,336",8,"0,2","95,0968"
TEC-PH-10003505,"148,48",2,"0,2","16,704"
TEC-PH-10004959,"241,176",3,"0,2","15,0735"
TEC-AC-10000474,"227,976",3,"0,2","28,497"
TEC-PH-10003095,"52,68",3,"0,2","19,755"
FUR-FU-10002963,"2,032",1,"0,6","-1,3208"
OFF-AR-10000203,"17,12",4,0,"4,9648"
TEC-PH-10004667,"431,968",4,"0,2","37,7972"
FUR-FU-10000193,"129,92",4,0,"10,3936"
FUR-TA-10001539,"568,728",3,"0,2","28,4364"
OFF-BI-10000962,"117,144",9,"0,2","42,4647"
OFF-AP-10002867,"203,52",3,0,"54,9504"
OFF-LA-10001158,"51,75",5,0,"24,84"
OFF-PA-10000675,"122,97",3,0,"60,2553"
FUR-TA-10001307,"244,615",1,"0,3","20,967"
TEC-PH-10000011,"59,97",3,0,"28,7856"
OFF-PA-10002666,"81,54",9,0,"36,693"
OFF-FA-10000735,"11,68",4,0,"5,256"
OFF-BI-10000174,29,5,0,"13,92"
OFF-AR-10003156,"50,8",5,0,"13,208"
OFF-BI-10000474,"16,03",5,"0,8","-25,648"
OFF-BI-10003712,"15,712",4,"0,2","5,6956"
TEC-AC-10003280,"89,97",3,0,"18,8937"
FUR-BO-10002916,"435,999",3,"0,15","20,5176"
TEC-PH-10002726,"83,984",2,"0,2","31,494"
TEC-PH-10000895,"359,98",2,0,"93,5948"
FUR-TA-10004152,"70,56",1,"0,3","-4,032"
OFF-BI-10003694,"20,88",2,0,"9,6048"
OFF-BI-10002160,"3,81",1,0,"1,8288"
OFF-PA-10001685,"73,008",9,"0,2","26,4654"
OFF-BI-10000773,"3,208",2,"0,8","-5,2932"
TEC-AC-10004510,"26,176",2,"0,2","-3,272"
OFF-PA-10004569,"30,44",4,0,"14,3068"
FUR-FU-10000672,"35,28",3,0,"11,9952"
OFF-PA-10004451,"19,44",3,0,"9,3312"
OFF-BI-10004738,"37,88",2,0,"18,94"
FUR-FU-10001940,"9,552",3,"0,6","-3,8208"
FUR-BO-10003966,"290,666",2,"0,15","3,4196"
OFF-PA-10003072,"10,368",2,"0,2","3,6288"
OFF-PA-10002245,"14,352",3,"0,2","4,485"
